first_seen,symbol,side,outcome,exit_type,r_multiple,roi_pct,leverage,planned_entry,planned_entry_note,planned_dca,planned_stop,planned_take_profits,risk_note,avg_entry,dca_fills,stop_moves,tp_changes,partials,exit_price,entry_time,exit_time,duration_hours,thesis,management_story,indicators,market_context,still_open_at_end,confidence,notes,msgs,first_link
2026-05-22 16:19:59,AVAXUSDT,long,loss,stop_loss,,,,9.569,9.569 CMP,,9.13,10,,,,,,,,2026-05-22 16:19:59,,,"A slow-mover long on AVAX that looked constructive on all timeframes, targeting the round 10.","He called AVAX long at 9.569 CMP for a move to 10 with the stop at 9.13, describing it as a slow mover that looked good on all timeframes. The trade is never updated; the only evidence of how it ended is a line the next morning - 'Recovered yesterday's AVAX+XPL loss' - which confirms retroactively that AVAX was a loser on the overnight move.",,An overnight crash took it out.,False,medium,"The loss is only known from a retrospective one-liner; no exit price, exit time or R was ever posted, so exit_time is null (the stop happened on 22 May, before the 23 May message that reports it). The published 9.13 stop is in planned_stop.","#188, #210",https://discord.com/channels/1042855255089623100/1501271173588193290/1507372458070773830
2026-05-23 08:33:37,BEATUSDT,short,win,breakeven,1.0,921.08,100,1.286,1.286 CMP,,1.39,1.08,"Short BEAT (risky) - risky setup but almost 2R TP, worth a shot",1.2875,,time=2026-05-23 09:28:32; to=1.27; type=into_profit; msg=196,,"time=2026-05-23 09:21:38; price=1.169; portion_pct=60; note=1.5R, +921.08% on the 100x - taken specifically to recover one previous stop-loss; msg=195",,2026-05-23 08:33:37,2026-05-23 11:51:29,3.3,"A risky short on BEAT at 1.286 - he said the setup was shaky but the 1.08 target was worth almost 2R, so it was worth a shot.","He called the short at 1.286 CMP, flagging the setup as risky but pointing out the 1.08 target was worth almost 2R. Within an hour it was 1.5R in his favour and he took 60% off at 1.169 (+921.08% on the 100x) specifically to recover one previous stop-loss, then moved the stop into profit at 1.27. It went on to run 2R before coming all the way back, and by late morning the remainder had closed at what he described as breakeven - leaving about 1R banked from the trade as a whole.",,,False,high,"He calls the exit 'BE' even though his stop was at 1.27, which is slightly in profit against the 1.286 entry; no exit fill is ever quoted, so exit_price is left null. The 1R is his own net tally for the trade, and it is scored a win because the 60% at 1.5R was banked.","#194, #195, #196, #210",https://discord.com/channels/1042855255089623100/1501271173588193290/1507617478283628544
2026-05-23 10:35:06,JCTUSDT,short,win,unknown,,,50,0.004,CMP,,0.00426,0.00369,Half risk trade,0.004,,time=2026-05-23 10:52:47; to=0.004; type=to_entry; msg=204,time=2026-05-23 11:59:29; to=[0.00375]; msg=211,time=2026-05-23 10:52:47; price=0.00387; portion_pct=10; note=took only 10% because BTC might bounce; capped follower trims at 10-20%; msg=204,,2026-05-23 10:35:06,,,"Short JCT at market on half risk, targeting 0.00369.","He shorted JCT at 0.004 CMP on half risk with a 0.00426 stop and a 0.00369 target. Eighteen minutes later it had dumped nearly 0.5R; because BTC looked like it might bounce he secured the trade - took 10% off at 0.00387, moved his stop to entry at 0.004 and told members to take 10-20% at most. An hour later he confirmed he was still in, that breakeven had not been hit, moved the target up to 0.00375 for a clean 1R and warned that the setup was no longer valid to enter because the stop now sat at entry. That is the last JCT event in the file; the trade is never reported as closed, stopped or TP'd.",,"BTC approaching a possible bounce zone, so he was securing his shorts",False,low,"Recorded as a win only because he banked a 10% partial in profit and then had his stop at entry, so the remainder could not lose; the real size of the result is unknown. The file goes silent on JCT after 11:59 on 23 May and never mentions it again in the following three months, so it is treated as ended at an unreported price rather than still running.","#197, #204, #211",https://discord.com/channels/1042855255089623100/1501271173588193290/1507648051228180510
2026-05-23 10:40:27,ATOMUSDT,short,not_taken,not_taken,,,,,,,,,,,,,,,,,,,He wanted to short ATOM alongside his other shorts but held off because BTC was approaching a zone where it might bounce.,"He said he kind of wanted to short ATOM too but passed because BTC was approaching its bounce zone. Fourteen minutes later he posted 'Should have shorted' - the move went without him. No entry, stop or target was ever published and no position was opened.",,BTC approaching bounce zone,False,medium,"Not a formal call - no levels were published, just an idea he declined and then regretted. Included as a not_taken record because it is a directional idea he explicitly considered and skipped.","#201, #205",https://discord.com/channels/1042855255089623100/1501271173588193290/1507649400069951499
2026-05-23 10:45:52,HYPEUSDT,long,win,manual_close,1.2,204.57,100,54.8,"CMP; his own fill came a few minutes after he posted, at 54.991",,53.9,56.4,"Manual close so small margin - the stop was a 4h close under 53.9, not a resting order",54.991,,,time=2026-05-23 11:50:21; to=[58]; msg=209,,,2026-05-23 10:45:52,2026-05-23 11:50:21,1.1,Long HYPE at market with a soft 4h-close stop under 53.9; because the stop had to be managed by hand he told everyone to keep the margin small.,"He called the long at 54.8 CMP with a 56.4 target and a stop defined as a 4h close under 53.9, warning that because the stop was manual the margin should be small. He clarified that 54.8 was current price, then admitted his own fill came late at 54.991 so followers probably had a better entry. Within twelve minutes it was 0.5R up, and about an hour after the call he closed the whole thing at 1.2R, leaving 58 as the next target for anyone still holding. That evening he told holders to trim with 58 as the final target, and the 58 print came at 20:17 - 3R for anyone who held with no partials, 2R for those who trimmed as instructed. He turned it into a lesson: 'this is when taking 100% TP hurts, I exited at 1.1R', while admitting he almost always takes 100% at the first TP.",4h close,,False,high,He quotes his own exit as 1.2R at the time (msg 209) and as 1.1R when reviewing it later (msg 230); the live 1.2R figure is recorded. No exit price was posted - the closing card shows +204.57% on 100x from 54.991. The 2.5R and 3R figures in msgs 229-230 belong to holders who stayed in after he was out.,"#202, #203, #206, #207, #209, #229, #230",https://discord.com/channels/1042855255089623100/1501271173588193290/1507650763307094026
2026-05-23 11:13:43,SUIUSDT,long,win,take_profit,2.0,874.77,100,1,"entry 1, taken on half risk",,0.95,"1.05, 1.11",Half risk - BTC is weak but expecting relief. Followers told to take only 25-40% at TP1 and save the majority for his exit; he takes no partials himself,1.0014,,,time=2026-05-23 23:43:25; to=[1.1]; msg=236; note=target raised to 1.1+ while still holding the majority,"time=2026-05-23 21:18:48; price=1.0539; note='took some here' at +524.3% on the 100x; he had said he would take 25% only, but never confirmed the size; msg=232",1.089,2026-05-23 11:13:43,2026-05-24 00:09:16,12.9,"A half-risk long on SUI at 1.00: BTC was weak but he expected a relief bounce, and he had passed on the same setup the day before only because he already had three trades running.","He had flagged SUI as looking too good on the daily on 22 May but passed because three trades were already running. He took it the next morning at 1.00 on half risk, targets 1.05-1.11, stop 0.95, and by mid-afternoon the 100x card was at +150.91% and he re-posted the call as his only running trade. As it neared TP1 he told the room to take only 25-40% and keep the rest for his exit, saying he takes no partials himself - then when TP1 printed he took nothing at all, saying he would take 25% only when it came back. He did take some at 1.0539 (+524.3%) an hour later and admitted he was close to closing the lot, but held on for what he thought would be a Sunday pump. It ran to 1.0803 (+788.77%) with the target raised to 1.1+, and just after midnight the full target hit for 2R - worth much more than usual, as he pointed out, because they had barely taken anything at TP1. The closing card shows the 100x out at 1.089 for +874.77%.",,BTC weak but he expects relief; he also expected a Sunday pump into the weekend,False,high,"Run on two accounts at once - a 100x card (entry 1.0014, closed 1.089) and a 250x card (entry 1.0006, mark 1.0909) - which is one position, not two. Msg 187 is the previous day's pass on the same setup, included as the run-up rather than as a separate not-taken position. The size of the 1.0539 partial is never confirmed, and his '1R soon' card figure is ROI, not R.","#187, #208, #212, #220, #226, #231, #232, #233, #236, #241, #242",https://discord.com/channels/1042855255089623100/1501271173588193290/1507368753677992070
2026-05-23 17:16:47,BTCUSDT,long,win,manual_close,,281.65,150,75100,"75.1k CMP in the written call; his own fill on the challenge account was 75,166.50 and the main-account card shows 75,197.20",74300,72200,"76600, 78000",On the 89 USDT challenge account he said he would risk 10-20% per trade and that it must not be copied on a main account (msg 221); the written call is the main-account version. At the first target he told followers to take nothing or 20% at most and wait for him (msg 228).,75197.2,,time=2026-05-23 17:21:34; to=72220; type=adjustment; msg=223,,time=2026-05-24 02:33:55; price=77000; portion_pct=25; msg=246; note=revealed only when he closed - 'took 25% earlier at 77k'; the actual trim time was never stated,76609.2,2026-05-23 17:16:47,2026-05-24 02:33:55,9.3,"Buy the crash to make the BTC stop-loss back - long the 75.1k area with a 74.3k DCA, targeting 76.6-78k with a wide 72.2k stop. It doubled as the first trade of his for-fun 89 USDT BTC-scalp challenge.","After the crash he said he was waiting for 74k to long and told the group 'No longs before 74k' (msgs 198, 200), then found an 89.36 USDT account and announced a for-fun BTC-scalps-only challenge to double it, warning it should not be copied on main accounts (msg 221). The first scalp went on at 75,166.50 - 0.0090 BTC with a 72.2k stop (msg 222) - with the DCA at 74.3k and the stop restated as 72,220 (msg 223), and he wrote the same trade out as a formal call for main accounts: entry 75.1k CMP, DCA 74.3k, targeting 76.6-78k, SL 72.2k (msgs 224-225). BTC ran straight up without touching the DCA: he told members to take nothing at 76.6k or 20% at most and wait for him (msg 228), then posted the main position at +340% on 150x inviting people to trim wherever they liked (msg 235) and the challenge account up about 20% of its balance at +507% on 200x (msg 239), saying he would stay long into the weekend (msg 240). He trimmed 25% around 77k without announcing it at the time, and closed the rest at 76,609.20 for +281.65% on 150x (msg 246); the challenge account closed for +$12.98, about 15% (msg 247).",,After the overnight crash he expected 72-74k first and then a move to the high 80s (msg 199).,False,high,"One position across two accounts - the 89 USDT challenge account (0.0090 BTC, entry 75,166.50) and his main account (75,197.20) - confirmed as 'the same trade I just wrote together for the people taking it on their main accounts' (msg 225), so it is not duplicated. Leverage is inconsistent in his own screenshots: the entry screenshot shows 20x and the later card 200x for the same challenge-account position, while the main card is 150x. He entered at 75.1k after telling the group there should be no longs before 74k. The 25% trim at 77k is above the exit price of the remainder.","#198, #200, #221, #222, #223, #224, #225, #228, #235, #239, #240, #246, #247",https://discord.com/channels/1042855255089623100/1501271173588193290/1507648122581680128
2026-05-23 18:13:54,FILUSDT,long,win,take_profit,,14.13,3,0.955,0.946 limit or 0.955 CMP; the CMP option is the one his closed card shows,,0.892,1.0,,0.955,,,,,1.0,2026-05-23 18:13:54,2026-05-23 23:42:34,5.5,"Long FIL into the 1.00 round number from 0.946-0.955, stop 0.892.","He called FIL long from either 0.946 or 0.955 CMP with a single target at the 1.00 round number and a 0.892 stop. It ran the same evening: five and a half hours later the target filled and the closed card showed entry 0.955, close 1.000, +14.13% at 3x leverage. Clean call, no management in between.",,not stated,False,high,Unusually low leverage (3x) compared with the rest of his cards.,"#227, #234",https://discord.com/channels/1042855255089623100/1501271173588193290/1507763514410930216
2026-05-24 07:56:03,BTCUSDT,long,win,take_profit,,225.07,150,76750,"76,750 CMP; he had said he wanted 75.7k (msg 248) but entered a full 1k higher five hours later",75500,74000,78000,Mid-trade he told followers to DCA 25% at 75.5k (half the current margin) and keep another 25% back for a further DCA (msg 256),76754.6,,,,,77906.3,2026-05-24 07:56:03,2026-05-26 17:27:42,57.5,"Re-long straight after taking profit because he still thought BTC went to 78-80k, targeting 78k+, with a 4h close above 78.3k opening the 80s.","Minutes after closing the previous long he said BTC still went higher to 78-80k and that he wanted to re-enter at 75.7k (msg 248), but five hours later he took it 1k higher at 76,754.60 with a 74k stop (msg 249), writing it up as entry 76,750 / DCA 75.5k / SL 74k (msg 250) and targeting 78k+ (msg 252), on both his main account and the 89 USDT mini account (msg 251). During the day he told members to DCA 25% at 75.5k and save another 25% for later (msg 256) - the level never traded, so nothing filled - and pointed out the position was already in profit so sizing could be adjusted (msg 257). He went quiet for a day with personal problems, still holding and waiting for a 4h close above the 200 EMA (msg 258), confirmed he was still in on the 26th (msg 274), and closed that afternoon (msg 275): the main card shows 76,754.60 to 77,906.30, +225.07% on 150x (msg 276), while his 78k TP actually filled at 78,012.90, which he blamed on Blofin closing late (msg 277). The mini account closed the same 0.0090 BTC at 78,012.90 for +11.32 USDT (msgs 278-279), and the fill landed on a single-candle spike to 78,049 that instantly retraced to 76,806 - 'What an EXIT boys! Gotta love this memecoin' (msg 280).","4h close, EMA 200","Bullish weekend continuation - he expected 78.8-79.5k on a pump and ultimately the 80s, most likely 82-84k, and wanted a 4h close above the 200 EMA to speed it up.",False,high,"Two different exit prints for the same trade: 77,906.30 on the main 150x card (msg 276) and 78,012.90 where the 78k TP filled on Blofin / the mini account (msgs 277, 279); exit_price uses the main card. Exit time is his 'BTC closed' announcement, not the card timestamp. The 75.5k DCA he instructed never traded. One trade across the main account and the 89 USDT challenge account, not two. The exit sits in the LATER CONTEXT section of the log.","#248, #249, #250, #251, #252, #253, #254, #255, #256, #257, #258, #274, #275, #276, #277, #278, #279, #280",https://discord.com/channels/1042855255089623100/1501271173588193290/1507889791742644235
2026-05-25 12:08:46,WLDUSDT,long,win,take_profit,1.0,416.8,75,,"he flagged CMP with a 0.28 stop for anyone who wanted it, but said he would wait for a better entry himself and would signal - he got in at 0.302",,0.28,,half risk trade - only because he was saving 50% for a DCA; he told others they could take normal risk,0.3023,,,"time=2026-05-25 20:49:52; to=[0.32, 0.33]; msg=262",time=2026-05-25 20:49:52; price=0.3117; portion_pct=30; note=took 30% off and told followers they could take more like 50% since his entry was not the best; msg=262,0.32,2026-05-25 13:51:28,2026-05-25 21:35:21,7.7,"He thought WLD looked really bullish and would go at least 0.32+, so he waited for a better entry than the CMP he flagged to the group and took it on half risk.","He told the group WLD looked really bullish and that anyone who wanted could long from CMP with a 0.28 stop, while he waited for a better entry and promised to signal his own. Two hours later he was in at 0.302 on half risk with that same stop, explaining that the half size was only because he was holding 50% back for a DCA and that he expected at least 0.32+. In the evening he took 30% off at 0.3117, set 0.32-0.33 for the rest and said the remainder would be exited whole there. TP2 at 0.32 printed on most exchanges (Blofin's feed missed it) and he closed fully at 0.32 for almost 1R, telling followers they could take 50-70% and leave runners for 0.33-0.34. Forty minutes later WLD reached 0.33 - almost 1.5R for anyone with runners - and he admitted he had scalped it because that is simply what he likes to do.",,,False,high,"The closing card reads 0.3191 while he says he was 'fully out at 0.32'; his stated 0.32 is recorded as the exit. He says he took 30% off and then minutes later refers to '50% remaining', which does not add up - one of the two figures is loose. The DCA he was saving 50% for never happened and no level was ever published. The 1.5R in msg 266 belongs to followers who kept runners.","#259, #260, #261, #262, #263, #264, #265, #266",https://discord.com/channels/1042855255089623100/1501271173588193290/1508396400071938109
2026-05-26 08:42:49,TAOUSDT,long,loss,stop_loss,,,100,287.0,"CMP, 50% of size at the call with the other 50% reserved for a DCA around 270-275",,268.0,"300.0, 315.0","half size at entry, 50% held back for the DCA",276.63,"time=2026-05-27 06:55:16; price=271.1; note=the reserved 50% add, inside the 270-275 zone he had flagged; confirmed filled in msg 286 where his card shows the blended entry at 276.63; msg=285",time=2026-05-27 06:55:16; to=265; type=tighten; msg=285 | time=2026-05-28 03:18:40; to=263; type=widen; msg=288,"time=2026-05-27 18:41:39; to=[282, 286]; msg=287","time=2026-05-27 18:41:39; price=280.0; portion_pct=10; note=offloading only, because the position was heavy after the DCA; told followers not to take anything below 280; msg=287",,2026-05-26 08:42:49,2026-05-28 07:43:24,47.0,"Long TAO at 287 targeting 300-315, sized half at entry with the other half reserved to average in around 270-275.","He called TAO long at 287 with a 268 stop and 300-315 targets, telling everyone to enter half size because he would add the other half around 270-275. He confirmed he was holding through the 26th; early on the 27th he called the DCA at 271.1 and tightened the stop to 265, and his card then showed the blended entry at 276.63 with the position back in profit. That evening he offloaded just 10% at 280 - purely because the position had got heavy after the DCA - explicitly refused to move the stop to entry since price action was strong, and pulled his exit zone in from 300-315 to 282-286. Overnight he widened the stop again, saying he would hold TAO down to 263 because BTC might bounce from there. It did not: on the morning of the 28th TAO and BTC both stopped out in what he called an insane dump, which he framed as part of the game after a winning streak.",,he expected BTC to bounce; instead an insane dump took both out,False,high,"No exit price or R figure was posted for the stop-out; his last stated stop was 263 (msg 288), loosened from the 265 he set at the DCA. The DCA was announced as a 270-275 zone rather than a level, so no planned DCA price is recorded.","#268, #269, #274, #285, #286, #287, #288, #290",https://discord.com/channels/1042855255089623100/1501271173588193290/1508706959384117248
2026-05-26 10:46:30,RENDERUSDT,long,loss,stop_loss,,,90,2.33,2.33 CMP with 50% of size now and 50% saved for a later DCA whose level was never given,,2.13,,"Don't go too heavy, already too pumped",2.333,,,,time=2026-05-26 13:49:37; price=2.416; portion_pct=50; note=+320.66% at 90x; msg=273,,2026-05-26 10:46:30,2026-05-26 15:22:22,4.6,"He normally only longs supports, but AI coins were pumping hard, so he took RENDER at market anyway with half size and a warning not to go heavy.","He longed RENDER at 2.33 CMP with only half size deployed and half kept for a DCA he never named, stop 2.13, flagging that the coin was already too pumped for his usual support-buying style. Twenty-six seconds later he posted the management plan: a small trim at 0.5R with the majority saved for 1R+. Three hours in he took 50% off at 2.416 for +320.66% at 90x. An hour and a half after that the rest was stopped at 2.13 - 'RENDER stopped after taking 50%' - and he suggested, without taking it himself, that anyone still bullish could re-long with a 2.26 stop for 2.5.",support,AI coins pumping hard; RENDER already extended,False,medium,"Net result depends on sizing he never published: he banked 50% at +320.66% ROI but the remaining half was stopped at a level much further from entry than the trim, so it is recorded as a loss in line with his own framing ('RENDER stopped'). The 0.5R trim plan in MSG 271 is a symbol guess - it was posted 26 seconds after this call but could belong to the TAO long opened two hours earlier. The re-long idea with 2.26 stop for 2.5 is follower guidance he explicitly did not take. exit_price is the stop level from his own call, not a posted fill. [AUDIT] Audit: 2.13 was his stop level, not a posted fill — exit_price cleared to null.","#270, #271, #273, #274",https://discord.com/channels/1042855255089623100/1501271173588193290/1508738085016567928
2026-05-27 03:18:30,BTCUSDT,long,loss,stop_loss,,,,75900,"75.9k CMP for 50% of size, 25% for the DCA at 75k, 25% held in reserve",75000,73500,77000,"Scaled entry 50/25/25. A second, higher-risk version of the same idea (full size at CMP, SL 74k, no DCA) was run on one of his accounts, but he said he would only count the first setup.",,,,,,,2026-05-27 03:18:30,2026-05-28 07:43:24,28.4,Buy the dip again straight after banking the previous BTC long at 78k - scale in from 75.9k with a DCA underneath and look for a push back to 77k.,"Roughly ten hours after banking the previous BTC long he called a new one, structured as 50% at 75.9k CMP, 25% at a 75k DCA and 25% kept in reserve, targeting 77k with a 73.5k stop, and gave exact sizes for the 89$ challenge account (0.011 / DCA1 0.006 / DCA2 0.005). Six minutes later he posted a tighter alternative for the aggressive crowd - full size at CMP, no DCA, stop at 74k - saying he was running that version personally on one account but would only score the first setup. Early on the 28th he told the channel BTC might bounce from where it was; about four hours after that the trade was gone: 'TAO and BTC stopped guys, insane dump.' No fill price and no stop-out price were ever posted.",,BTC rolling over after the late-May run to 78k; he had closed the prior long into a single-candle spike the evening before and stayed bullish.,False,medium,"No exit price given - he only announced the stop, so exit_price is null. Two versions of the same setup were live on different accounts (73.5k stop for the counted setup, 74k stop for his personal high-risk one) and the stop announcement does not say which is being reported; the graded setup is the 73.5k one. Whether the 75k DCA filled is never confirmed, so no average entry is recorded. MSG 288 ('BTC may bounce from here') is assigned here because it falls while this long was open.","#281, #282, #283, #288, #290",https://discord.com/channels/1042855255089623100/1501271173588193290/1508987730477060248
2026-05-28 07:44:12,BTCUSDT,long,loss,stop_loss,,,150,73000,"73k, taken within a minute of the previous long being stopped; 'go lower than usual'",,72000,"75000, 76000","Half risk - 'This is RISKY that's why I mentioned lower risk, half risk.' Size on the small gamble account was 0.02.",73141.2,,,"time=2026-05-29 18:35:56; to=[74200, 75000, 76000]; msg=303 | time=2026-05-31 15:36:26; to=[74300, 75000]; msg=311 | time=2026-06-01 02:06:55; to=[74500]; msg=312",time=2026-05-29 22:15:55; price=74200; portion_pct=25; note=took the planned first TP; msg=306,,2026-05-28 07:44:12,2026-06-01 16:56:20,105.2,"Immediate re-attempt of the long he had just been stopped on, at half size and $2k lower, on the view that BTC should print at least 75k before going down further.","Under a minute after announcing the previous stop he was back in: 'Trying a BTC long again here @ 73k, SL @ 72k, half risk trade, go lower than usual.' He set the target zone at 75-76k for 'a decent R' and held it through the weekend, reporting he was still in on the 29th. That evening the 150x card showed the position 1R up from 73,141.2 and he offered partials to anyone who wanted them, adding an ideal first TP at 74.2k; a few hours later he took that 25% at 74.2k and stated plainly that the rest would be either a full TP or the stop - 'not moving SL to entry.' On the 31st he published a ladder for anyone still fully in (25% at 74.3k, 75% at 75k) and said he would trim on the smaller account too, then on 1 June nudged his own first tranche up to 74.5k while telling followers 74.3k was the better level. Later that day it was over: 'BTC stopped after TP1 @ 74.2k, held 3 days, above 1R just to get stopped.'",,'Insane dump' on 28 May; he expected one more push into 75-76k over the weekend before further downside.,False,medium,"Graded a loss rather than a win even though 25% came off in profit at 74.2k: the remaining 75% was stopped at the 72k he had explicitly refused to move, and his own accounting treats it as a stop ('above 1R just to get stopped'), with the June win streak he counts later starting after this trade. No stop-out fill price was posted, so exit_price is null - the stop level was 72k and was never moved. Also run on a smaller account alongside the main one.","#291, #292, #293, #294, #301, #303, #306, #311, #312, #313",https://discord.com/channels/1042855255089623100/1501271173588193290/1509416983815393310
2026-05-28 17:16:30,GOLD,,win,unknown,3.0,,,,,,,,,,,,,,,,2026-05-28 17:16:30,,A gold trade he ran off-channel; the only thing he says about it is the result.,"He mentioned after the fact that he had 'just did 3R on Gold' and had been about to post it in the channel but was too busy. Nothing else about this trade - direction, entry, stop, target, timing - was ever published; only the 3R result.",,,False,medium,"Side unknown (never stated). Entry time unknown, so duration is null; exit_time is the timestamp of the message reporting it, which is contemporaneous ('just did'). The 3R is his own figure.",#294,https://discord.com/channels/1042855255089623100/1501271173588193290/1509561007306051786
2026-05-28 18:48:42,ETHUSDT,long,win,unknown,,132.39,100,,no entry level was published with the idea - only a 1950 stop; his own fill (1988.23) surfaced two hours later in a share card,,1950,"2020, 2030","just enter small, half risk on trades, market's weak",1988.23,,time=2026-05-29 05:49:14; to=1988.23; type=to_entry; msg=300,"time=2026-05-29 12:40:35; to=[2020, 2030]; msg=302","time=2026-05-29 12:40:35; price=2015.08; portion_pct=20; note=+132.39% at 100x, taken with the stop already at entry; msg=302",,2026-05-28 20:49:03,,,"Offered an ETH long with a 1950 stop despite hating the asset, sized small because the market was weak - then turned out to be in it himself.","He floated the long with only a 1950 stop and told people to enter small at half risk; two hours later a share card gave him away - he was in it at 1988.23 at 100x and already +165.82%, while mocking ETH as an asset. Next morning he moved the stop to breakeven at his entry because bearish signs had returned after being up well, and by midday he was still holding alongside BTC and ADA. At 12:40 he took 20% off at 2015.08 (+132.39%) with the stop at entry, saying he would exit fully around 2020-2030. That final exit was never posted.",,weak market,False,medium,"Recorded as a win because he booked a 20% partial at +132.39% with the stop already at entry, so the remainder was at worst flat - but he never posted the full exit, so exit_price/exit_time are null and the final result is not stated. He calls a fresh ETH long on 18 June, so this had ended by then.","#296, #298, #300, #301, #302",https://discord.com/channels/1042855255089623100/1501271173588193290/1509584210560815294
2026-05-28 20:23:18,ADAUSDT,long,win,take_profit,,134.44,75,0.234,0.234 CMP,,0.226,"0.2386, 0.246","50% off at the 0.6R level, full exit at 0.246",0.2343,,,"time=2026-05-28 21:18:26; to=[0.2386, 0.246]; msg=299; note=the ladder, posted an hour after the call, which gave no targets",,0.2385,2026-05-28 20:23:18,2026-05-30 08:32:55,36.2,"A plain CMP long on ADA at 0.234 with a tight 0.226 stop, run as a small-R trade with half planned off at the 0.6R level.","He called it at 0.234 CMP with a 0.226 stop, and an hour later published the ladder: 50% off at 0.2386, about 0.6R, and a full exit at 0.246. ADA ran at the target overnight and came back without filling, which he noted with some annoyance, and the next morning he confirmed he was still in it alongside BTC and ETH. On 30 May it finally got there - but the card shows the whole 75x position closed at 0.2385 for +134.44%, so everything came off at the 0.6R step rather than the 50/50 ladder he had published.",,,False,high,"Plan and execution differ: he published 50% at 0.2386 and a full exit at 0.246, but the card shows the entire position closed at 0.2385. He never stated a realised R - the 0.6R belongs to the planned level - so none is recorded.","#297, #299, #300, #301, #307",https://discord.com/channels/1042855255089623100/1501271173588193290/1509608015559397406
2026-05-29 19:10:23,NEARUSDT,long,not_taken,not_taken,,,,2.56,2.56 CMP; billed as the last signal of the month,,2.392,,,,,,,,,,,,"A NEAR long at market meant to be the final signal of May, withdrawn a minute later when price ran away from the entry.","He posted 'Long NEAR, Entry: 2.56 CMP, SL: 2.392, Last signal do the month' and sixty-four seconds later pulled it: 'Sorry guys pumped too fast, you can skip this one, apologies', with price already at 2.603. The signal was withdrawn before anyone could reasonably fill it and NEAR is not mentioned again for four days.",,,False,low,"The retraction message carries an entry figure of 2.565 and a price of 2.603, which may mean he had a fill of his own at 2.565 before withdrawing the call - he never says. Treated as not_taken because he cancelled the idea and never referred to a NEAR position from it.","#304, #305",https://discord.com/channels/1042855255089623100/1501271173588193290/1509952053508706365
2026-05-30 08:46:54,XPLUSDT,long,win,take_profit,0.8,318.52,75,0.0916,0.0916 CMP,,0.0846,,half risk himself because XPL is his bad luck coin,0.0918,,,time=2026-05-30 10:38:53; to=[0.0965]; msg=309; note=the call had no target; this was added two hours later,,0.0958,2026-05-30 08:46:54,2026-06-02 07:06:26,70.3,"A second attempt at the XPL long a week after the first was stopped out, taken at half risk because he calls XPL his bad luck coin.","He called it at 0.0916 CMP with a 0.0846 stop, at half risk because XPL had burned him before - the previous attempt had been stopped out eight days earlier. The 0.0965 target came two hours later. It survived the dump at the start of June: on 1 June he noted the alts were green again and gave XPL credit for pumping and holding up through the drop, while complaining that it never hits his target. On 2 June it finally did, closing at 0.0958 for 0.8R and +318.52% on the 75x, and he announced he was done with the coin.",,took it through the start-of-June dump,False,high,"The 0.0965 target was never quite reached - the card shows the close at 0.0958, which he counted as the TP and as 0.8R.","#308, #309, #320, #327",https://discord.com/channels/1042855255089623100/1501271173588193290/1510157536307839146
2026-05-31 15:24:11,SOLUSDT,long,loss,stop_loss,,,,82.69,"82.69 CMP, swing",,78,87.69,,,,,,,,2026-05-31 15:24:11,,,A swing long on SOL from 82.69 with a 5-point target and a wide 78 stop.,"He called the SOL swing long at 82.69 CMP, TP 87.69, SL 78, and then never updated it. The stop-out surfaces only in a month-to-date tally two days later - 'The month just started, 3 TPs (XPL, RAY, BNB), 1 SL (SOL) so far' - which is the sole record that this trade was the loser.",,,False,medium,"Outcome inferred from the 2 June recap naming SOL as June's only SL; no exit price or timestamp was ever posted, so exit_time and duration are null. The published 78 stop is in planned_stop.","#310, #335",https://discord.com/channels/1042855255089623100/1501271173588193290/1510619906905735301
2026-06-01 16:57:12,RAYUSDT,long,win,manual_close,,35.2,20,0.697,0.697 CMP; he later noted followers likely got a better fill near 0.69 because it dumped as the call went out,,0.6746,"0.719, 0.731",,0.7005,,,,,0.7128,2026-06-01 16:57:12,2026-06-01 21:18:51,4.4,Long RAY from 0.697 CMP towards 0.719-0.731 with a 0.6746 stop; no reasoning published.,"He called RAY long at 0.697 CMP with targets at 0.719-0.731. It dipped first, then came back green along with his other alts by evening. His TP1 limit missed filling by 0.0001, so he took profit manually at 0.7128 from an average of 0.7005 for +35.2% at 20x. He shrugged it off as not the best trade but all he could get in that market, and pointed out that anyone who took the call after the dump to 0.69 had a better entry than his.",,poor market - 'going to take whatever I can get in this market',False,medium,The close message carries no portion figure; read as a full exit since he calls it 'taking TP here' and never mentions RAY again.,"#314, #320, #323, #324",https://discord.com/channels/1042855255089623100/1501271173588193290/1511005703178031205
