position_id,symbol,base,quote,asset_class,side,side_sign,signal_time_utc,signal_ms,entry_time_utc,entry_ms,exit_time_utc,exit_ms,duration_hours,planned_entry,avg_entry,entry_ref,entry_style,planned_stop,planned_tp1,planned_tps,n_planned_tps,planned_dca,risk_dist_abs,risk_dist_pct,tp1_dist_pct,planned_rr,leverage,risk_note,exit_price,exit_type,outcome,r_stated,r_from_prices,roi_card_pct,n_dca_fills,n_stop_moves,n_tp_changes,n_partials,still_open_at_end,confidence,confidence_rank,is_backtestable,data_quality_flags,signal_hour_utc,signal_dow,signal_date_utc,thesis,indicators,market_context,management_story,notes,first_msg,msgs,first_msg_url
XPLUSDT-2026-05-22-long,XPLUSDT,XPL,USDT,crypto,long,1.0,2026-05-22T09:23:13Z,1779441793945,2026-05-22T09:23:13Z,1779441793945.0,,,,0.089,,0.089,market,0.0836,0.0946,0.0946,1,,0.0054,6.0674,6.2921,1.037,,,,stop_loss,loss,,,,0,0,0,0,False,medium,2,True,,9,Fri,2026-05-22,A long on XPL at 0.089 for a push to 0.0946. No reasoning was published beyond the levels.,,overnight crash,"He called it at 0.089 CMP with a 0.0836 stop and a single 0.0946 target on 22 May, and then never managed it in public. The only trace of how it ended comes the next morning, after an overnight crash, when he mentions in passing that he has 'recovered yesterday's AVAX+XPL loss'. So it was a stop-out - but the exit time, the fill and the size of the loss were never posted.","The loss is only ever confirmed retroactively and in passing, inside a message about a different trade. No exit price, exit time or R exists for it, so exit_time is left null rather than set to the confirmation message.",185,185|210,https://discord.com/channels/1042855255089623100/1501271173588193290/1507312875109355660
AVAXUSDT-2026-05-22-long,AVAXUSDT,AVAX,USDT,crypto,long,1.0,2026-05-22T13:19:59Z,1779455999630,2026-05-22T13:19:59Z,1779455999630.0,,,,9.569,,9.569,market,9.13,10.0,10,1,,0.439,4.5877,4.5041,0.982,,,,stop_loss,loss,,,,0,0,0,0,False,medium,2,True,,13,Fri,2026-05-22,"A slow-mover long on AVAX that looked constructive on all timeframes, targeting the round 10.",,An overnight crash took it out.,"He called AVAX long at 9.569 CMP for a move to 10 with the stop at 9.13, describing it as a slow mover that looked good on all timeframes. The trade is never updated; the only evidence of how it ended is a line the next morning - 'Recovered yesterday's AVAX+XPL loss' - which confirms retroactively that AVAX was a loser on the overnight move.","The loss is only known from a retrospective one-liner; no exit price, exit time or R was ever posted, so exit_time is null (the stop happened on 22 May, before the 23 May message that reports it). The published 9.13 stop is in planned_stop.",188,188|210,https://discord.com/channels/1042855255089623100/1501271173588193290/1507372458070773830
BEATUSDT-2026-05-23-short,BEATUSDT,BEAT,USDT,crypto,short,-1.0,2026-05-23T05:33:37Z,1779514417001,2026-05-23T05:33:37Z,1779514417001.0,2026-05-23T08:51:29Z,1779526289436.0,3.3,1.286,1.2875,1.2875,market,1.39,1.08,1.08,1,,0.1025,7.9612,16.1165,2.024,100.0,"Short BEAT (risky) - risky setup but almost 2R TP, worth a shot",,breakeven,win,1.0,,921.08,0,1,0,1,False,high,3,True,,5,Sat,2026-05-23,"A risky short on BEAT at 1.286 - he said the setup was shaky but the 1.08 target was worth almost 2R, so it was worth a shot.",,,"He called the short at 1.286 CMP, flagging the setup as risky but pointing out the 1.08 target was worth almost 2R. Within an hour it was 1.5R in his favour and he took 60% off at 1.169 (+921.08% on the 100x) specifically to recover one previous stop-loss, then moved the stop into profit at 1.27. It went on to run 2R before coming all the way back, and by late morning the remainder had closed at what he described as breakeven - leaving about 1R banked from the trade as a whole.","He calls the exit 'BE' even though his stop was at 1.27, which is slightly in profit against the 1.286 entry; no exit fill is ever quoted, so exit_price is left null. The 1R is his own net tally for the trade, and it is scored a win because the 60% at 1.5R was banked.",194,194|195|196|210,https://discord.com/channels/1042855255089623100/1501271173588193290/1507617478283628544
JCTUSDT-2026-05-23-short,JCTUSDT,JCT,USDT,crypto,short,-1.0,2026-05-23T07:35:06Z,1779521706159,2026-05-23T07:35:06Z,1779521706159.0,,,,0.004,0.004,0.004,market,0.00426,0.00369,0.00369,1,,0.00026,6.5,7.75,1.192,50.0,Half risk trade,,unknown,win,,,,0,1,1,1,False,low,1,True,low_confidence_reconstruction,7,Sat,2026-05-23,"Short JCT at market on half risk, targeting 0.00369.",,"BTC approaching a possible bounce zone, so he was securing his shorts","He shorted JCT at 0.004 CMP on half risk with a 0.00426 stop and a 0.00369 target. Eighteen minutes later it had dumped nearly 0.5R; because BTC looked like it might bounce he secured the trade - took 10% off at 0.00387, moved his stop to entry at 0.004 and told members to take 10-20% at most. An hour later he confirmed he was still in, that breakeven had not been hit, moved the target up to 0.00375 for a clean 1R and warned that the setup was no longer valid to enter because the stop now sat at entry. That is the last JCT event in the file; the trade is never reported as closed, stopped or TP'd.","Recorded as a win only because he banked a 10% partial in profit and then had his stop at entry, so the remainder could not lose; the real size of the result is unknown. The file goes silent on JCT after 11:59 on 23 May and never mentions it again in the following three months, so it is treated as ended at an unreported price rather than still running.",197,197|204|211,https://discord.com/channels/1042855255089623100/1501271173588193290/1507648051228180510
ATOMUSDT-2026-05-23-short,ATOMUSDT,ATOM,USDT,crypto,short,-1.0,2026-05-23T07:40:27Z,1779522027748,,,,,,,,,,,,,0,,,,,,,,,not_taken,not_taken,,,,0,0,0,0,False,medium,2,False,,7,Sat,2026-05-23,He wanted to short ATOM alongside his other shorts but held off because BTC was approaching a zone where it might bounce.,,BTC approaching bounce zone,"He said he kind of wanted to short ATOM too but passed because BTC was approaching its bounce zone. Fourteen minutes later he posted 'Should have shorted' - the move went without him. No entry, stop or target was ever published and no position was opened.","Not a formal call - no levels were published, just an idea he declined and then regretted. Included as a not_taken record because it is a directional idea he explicitly considered and skipped.",201,201|205,https://discord.com/channels/1042855255089623100/1501271173588193290/1507649400069951499
HYPEUSDT-2026-05-23-long,HYPEUSDT,HYPE,USDT,crypto,long,1.0,2026-05-23T07:45:52Z,1779522352769,2026-05-23T07:45:52Z,1779522352769.0,2026-05-23T08:50:21Z,1779526221384.0,1.1,54.8,54.991,54.991,market,53.9,56.4,56.4,1,,1.091,1.984,2.5622,1.291,100.0,"Manual close so small margin - the stop was a 4h close under 53.9, not a resting order",,manual_close,win,1.2,,204.57,0,0,1,0,False,high,3,True,,7,Sat,2026-05-23,Long HYPE at market with a soft 4h-close stop under 53.9; because the stop had to be managed by hand he told everyone to keep the margin small.,4h close,,"He called the long at 54.8 CMP with a 56.4 target and a stop defined as a 4h close under 53.9, warning that because the stop was manual the margin should be small. He clarified that 54.8 was current price, then admitted his own fill came late at 54.991 so followers probably had a better entry. Within twelve minutes it was 0.5R up, and about an hour after the call he closed the whole thing at 1.2R, leaving 58 as the next target for anyone still holding. That evening he told holders to trim with 58 as the final target, and the 58 print came at 20:17 - 3R for anyone who held with no partials, 2R for those who trimmed as instructed. He turned it into a lesson: 'this is when taking 100% TP hurts, I exited at 1.1R', while admitting he almost always takes 100% at the first TP.",He quotes his own exit as 1.2R at the time (msg 209) and as 1.1R when reviewing it later (msg 230); the live 1.2R figure is recorded. No exit price was posted - the closing card shows +204.57% on 100x from 54.991. The 2.5R and 3R figures in msgs 229-230 belong to holders who stayed in after he was out.,202,202|203|206|207|209|229|230,https://discord.com/channels/1042855255089623100/1501271173588193290/1507650763307094026
SUIUSDT-2026-05-23-long,SUIUSDT,SUI,USDT,crypto,long,1.0,2026-05-23T08:13:43Z,1779524023744,2026-05-23T08:13:43Z,1779524023744.0,2026-05-23T21:09:16Z,1779570556477.0,12.9,1.0,1.0014,1.0014,,0.95,1.05,1.05|1.11,2,,0.0514,5.1328,4.8532,0.946,100.0,Half risk - BTC is weak but expecting relief. Followers told to take only 25-40% at TP1 and save the majority for his exit; he takes no partials himself,1.089,take_profit,win,2.0,1.704,874.77,0,0,1,1,False,high,3,True,,8,Sat,2026-05-23,"A half-risk long on SUI at 1.00: BTC was weak but he expected a relief bounce, and he had passed on the same setup the day before only because he already had three trades running.",,BTC weak but he expects relief; he also expected a Sunday pump into the weekend,"He had flagged SUI as looking too good on the daily on 22 May but passed because three trades were already running. He took it the next morning at 1.00 on half risk, targets 1.05-1.11, stop 0.95, and by mid-afternoon the 100x card was at +150.91% and he re-posted the call as his only running trade. As it neared TP1 he told the room to take only 25-40% and keep the rest for his exit, saying he takes no partials himself - then when TP1 printed he took nothing at all, saying he would take 25% only when it came back. He did take some at 1.0539 (+524.3%) an hour later and admitted he was close to closing the lot, but held on for what he thought would be a Sunday pump. It ran to 1.0803 (+788.77%) with the target raised to 1.1+, and just after midnight the full target hit for 2R - worth much more than usual, as he pointed out, because they had barely taken anything at TP1. The closing card shows the 100x out at 1.089 for +874.77%.","Run on two accounts at once - a 100x card (entry 1.0014, closed 1.089) and a 250x card (entry 1.0006, mark 1.0909) - which is one position, not two. Msg 187 is the previous day's pass on the same setup, included as the run-up rather than as a separate not-taken position. The size of the 1.0539 partial is never confirmed, and his '1R soon' card figure is ROI, not R.",187,187|208|212|220|226|231|232|233|236|241|242,https://discord.com/channels/1042855255089623100/1501271173588193290/1507368753677992070
BTCUSDT-2026-05-23-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-05-23T14:16:47Z,1779545807322,2026-05-23T14:16:47Z,1779545807322.0,2026-05-23T23:33:55Z,1779579235746.0,9.3,75100.0,75197.2,75197.2,market,72200.0,76600.0,76600|78000,2,74300,2997.2,3.9858,1.8655,0.468,150.0,On the 89 USDT challenge account he said he would risk 10-20% per trade and that it must not be copied on a main account (msg 221); the written call is the main-account version. At the first target he told followers to take nothing or 20% at most and wait for him (msg 228).,76609.2,manual_close,win,,0.471,281.65,0,1,0,1,False,high,3,True,,14,Sat,2026-05-23,"Buy the crash to make the BTC stop-loss back - long the 75.1k area with a 74.3k DCA, targeting 76.6-78k with a wide 72.2k stop. It doubled as the first trade of his for-fun 89 USDT BTC-scalp challenge.",,After the overnight crash he expected 72-74k first and then a move to the high 80s (msg 199).,"After the crash he said he was waiting for 74k to long and told the group 'No longs before 74k' (msgs 198, 200), then found an 89.36 USDT account and announced a for-fun BTC-scalps-only challenge to double it, warning it should not be copied on main accounts (msg 221). The first scalp went on at 75,166.50 - 0.0090 BTC with a 72.2k stop (msg 222) - with the DCA at 74.3k and the stop restated as 72,220 (msg 223), and he wrote the same trade out as a formal call for main accounts: entry 75.1k CMP, DCA 74.3k, targeting 76.6-78k, SL 72.2k (msgs 224-225). BTC ran straight up without touching the DCA: he told members to take nothing at 76.6k or 20% at most and wait for him (msg 228), then posted the main position at +340% on 150x inviting people to trim wherever they liked (msg 235) and the challenge account up about 20% of its balance at +507% on 200x (msg 239), saying he would stay long into the weekend (msg 240). He trimmed 25% around 77k without announcing it at the time, and closed the rest at 76,609.20 for +281.65% on 150x (msg 246); the challenge account closed for +$12.98, about 15% (msg 247).","One position across two accounts - the 89 USDT challenge account (0.0090 BTC, entry 75,166.50) and his main account (75,197.20) - confirmed as 'the same trade I just wrote together for the people taking it on their main accounts' (msg 225), so it is not duplicated. Leverage is inconsistent in his own screenshots: the entry screenshot shows 20x and the later card 200x for the same challenge-account position, while the main card is 150x. He entered at 75.1k after telling the group there should be no longs before 74k. The 25% trim at 77k is above the exit price of the remainder.",198,198|200|221|222|223|224|225|228|235|239|240|246|247,https://discord.com/channels/1042855255089623100/1501271173588193290/1507648122581680128
FILUSDT-2026-05-23-long,FILUSDT,FIL,USDT,crypto,long,1.0,2026-05-23T15:13:54Z,1779549234727,2026-05-23T15:13:54Z,1779549234727.0,2026-05-23T20:42:34Z,1779568954278.0,5.5,0.955,0.955,0.955,market,0.892,1.0,1.0,1,,0.063,6.5969,4.712,0.714,3.0,,1.0,take_profit,win,,0.714,14.13,0,0,0,0,False,high,3,True,,15,Sat,2026-05-23,"Long FIL into the 1.00 round number from 0.946-0.955, stop 0.892.",,not stated,"He called FIL long from either 0.946 or 0.955 CMP with a single target at the 1.00 round number and a 0.892 stop. It ran the same evening: five and a half hours later the target filled and the closed card showed entry 0.955, close 1.000, +14.13% at 3x leverage. Clean call, no management in between.",Unusually low leverage (3x) compared with the rest of his cards.,227,227|234,https://discord.com/channels/1042855255089623100/1501271173588193290/1507763514410930216
BTCUSDT-2026-05-24-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-05-24T04:56:03Z,1779598563021,2026-05-24T04:56:03Z,1779598563021.0,2026-05-26T14:27:42Z,1779805662037.0,57.5,76750.0,76754.6,76754.6,market,74000.0,78000.0,78000,1,75500,2754.6,3.5888,1.6226,0.452,150.0,Mid-trade he told followers to DCA 25% at 75.5k (half the current margin) and keep another 25% back for a further DCA (msg 256),77906.3,take_profit,win,,0.418,225.07,0,0,0,0,False,high,3,True,,4,Sun,2026-05-24,"Re-long straight after taking profit because he still thought BTC went to 78-80k, targeting 78k+, with a 4h close above 78.3k opening the 80s.",4h close|EMA 200,"Bullish weekend continuation - he expected 78.8-79.5k on a pump and ultimately the 80s, most likely 82-84k, and wanted a 4h close above the 200 EMA to speed it up.","Minutes after closing the previous long he said BTC still went higher to 78-80k and that he wanted to re-enter at 75.7k (msg 248), but five hours later he took it 1k higher at 76,754.60 with a 74k stop (msg 249), writing it up as entry 76,750 / DCA 75.5k / SL 74k (msg 250) and targeting 78k+ (msg 252), on both his main account and the 89 USDT mini account (msg 251). During the day he told members to DCA 25% at 75.5k and save another 25% for later (msg 256) - the level never traded, so nothing filled - and pointed out the position was already in profit so sizing could be adjusted (msg 257). He went quiet for a day with personal problems, still holding and waiting for a 4h close above the 200 EMA (msg 258), confirmed he was still in on the 26th (msg 274), and closed that afternoon (msg 275): the main card shows 76,754.60 to 77,906.30, +225.07% on 150x (msg 276), while his 78k TP actually filled at 78,012.90, which he blamed on Blofin closing late (msg 277). The mini account closed the same 0.0090 BTC at 78,012.90 for +11.32 USDT (msgs 278-279), and the fill landed on a single-candle spike to 78,049 that instantly retraced to 76,806 - 'What an EXIT boys! Gotta love this memecoin' (msg 280).","Two different exit prints for the same trade: 77,906.30 on the main 150x card (msg 276) and 78,012.90 where the 78k TP filled on Blofin / the mini account (msgs 277, 279); exit_price uses the main card. Exit time is his 'BTC closed' announcement, not the card timestamp. The 75.5k DCA he instructed never traded. One trade across the main account and the 89 USDT challenge account, not two. The exit sits in the LATER CONTEXT section of the log.",248,248|249|250|251|252|253|254|255|256|257|258|274|275|276|277|278|279|280,https://discord.com/channels/1042855255089623100/1501271173588193290/1507889791742644235
WLDUSDT-2026-05-25-long,WLDUSDT,WLD,USDT,crypto,long,1.0,2026-05-25T09:08:46Z,1779700126427,2026-05-25T10:51:28Z,1779706288492.0,2026-05-25T18:35:21Z,1779734121520.0,7.7,,0.3023,0.3023,market,0.28,,,0,,0.0223,7.3768,,,75.0,half risk trade - only because he was saving 50% for a DCA; he told others they could take normal risk,0.32,take_profit,win,1.0,0.794,416.8,0,0,1,1,False,high,3,True,,9,Mon,2026-05-25,"He thought WLD looked really bullish and would go at least 0.32+, so he waited for a better entry than the CMP he flagged to the group and took it on half risk.",,,"He told the group WLD looked really bullish and that anyone who wanted could long from CMP with a 0.28 stop, while he waited for a better entry and promised to signal his own. Two hours later he was in at 0.302 on half risk with that same stop, explaining that the half size was only because he was holding 50% back for a DCA and that he expected at least 0.32+. In the evening he took 30% off at 0.3117, set 0.32-0.33 for the rest and said the remainder would be exited whole there. TP2 at 0.32 printed on most exchanges (Blofin's feed missed it) and he closed fully at 0.32 for almost 1R, telling followers they could take 50-70% and leave runners for 0.33-0.34. Forty minutes later WLD reached 0.33 - almost 1.5R for anyone with runners - and he admitted he had scalped it because that is simply what he likes to do.","The closing card reads 0.3191 while he says he was 'fully out at 0.32'; his stated 0.32 is recorded as the exit. He says he took 30% off and then minutes later refers to '50% remaining', which does not add up - one of the two figures is loose. The DCA he was saving 50% for never happened and no level was ever published. The 1.5R in msg 266 belongs to followers who kept runners.",259,259|260|261|262|263|264|265|266,https://discord.com/channels/1042855255089623100/1501271173588193290/1508396400071938109
TAOUSDT-2026-05-26-long,TAOUSDT,TAO,USDT,crypto,long,1.0,2026-05-26T05:42:49Z,1779774169537,2026-05-26T05:42:49Z,1779774169537.0,2026-05-28T04:43:24Z,1779943404929.0,47.0,287.0,276.63,276.63,market,268.0,300.0,300.0|315.0,2,,8.63,3.1197,8.4481,2.708,100.0,"half size at entry, 50% held back for the DCA",,stop_loss,loss,,,,1,2,1,1,False,high,3,True,,5,Tue,2026-05-26,"Long TAO at 287 targeting 300-315, sized half at entry with the other half reserved to average in around 270-275.",,he expected BTC to bounce; instead an insane dump took both out,"He called TAO long at 287 with a 268 stop and 300-315 targets, telling everyone to enter half size because he would add the other half around 270-275. He confirmed he was holding through the 26th; early on the 27th he called the DCA at 271.1 and tightened the stop to 265, and his card then showed the blended entry at 276.63 with the position back in profit. That evening he offloaded just 10% at 280 - purely because the position had got heavy after the DCA - explicitly refused to move the stop to entry since price action was strong, and pulled his exit zone in from 300-315 to 282-286. Overnight he widened the stop again, saying he would hold TAO down to 263 because BTC might bounce from there. It did not: on the morning of the 28th TAO and BTC both stopped out in what he called an insane dump, which he framed as part of the game after a winning streak.","No exit price or R figure was posted for the stop-out; his last stated stop was 263 (msg 288), loosened from the 265 he set at the DCA. The DCA was announced as a 270-275 zone rather than a level, so no planned DCA price is recorded.",268,268|269|274|285|286|287|288|290,https://discord.com/channels/1042855255089623100/1501271173588193290/1508706959384117248
RENDERUSDT-2026-05-26-long,RENDERUSDT,RENDER,USDT,crypto,long,1.0,2026-05-26T07:46:30Z,1779781590466,2026-05-26T07:46:30Z,1779781590466.0,2026-05-26T12:22:22Z,1779798142898.0,4.6,2.33,2.333,2.333,market,2.13,,,0,,0.203,8.7012,,,90.0,"Don't go too heavy, already too pumped",,stop_loss,loss,,,,0,0,0,1,False,medium,2,True,,7,Tue,2026-05-26,"He normally only longs supports, but AI coins were pumping hard, so he took RENDER at market anyway with half size and a warning not to go heavy.",support,AI coins pumping hard; RENDER already extended,"He longed RENDER at 2.33 CMP with only half size deployed and half kept for a DCA he never named, stop 2.13, flagging that the coin was already too pumped for his usual support-buying style. Twenty-six seconds later he posted the management plan: a small trim at 0.5R with the majority saved for 1R+. Three hours in he took 50% off at 2.416 for +320.66% at 90x. An hour and a half after that the rest was stopped at 2.13 - 'RENDER stopped after taking 50%' - and he suggested, without taking it himself, that anyone still bullish could re-long with a 2.26 stop for 2.5.","Net result depends on sizing he never published: he banked 50% at +320.66% ROI but the remaining half was stopped at a level much further from entry than the trim, so it is recorded as a loss in line with his own framing ('RENDER stopped'). The 0.5R trim plan in MSG 271 is a symbol guess - it was posted 26 seconds after this call but could belong to the TAO long opened two hours earlier. The re-long idea with 2.26 stop for 2.5 is follower guidance he explicitly did not take. exit_price is the stop level from his own call, not a posted fill. [AUDIT] Audit: 2.13 was his stop level, not a posted fill — exit_price cleared to null.",270,270|271|273|274,https://discord.com/channels/1042855255089623100/1501271173588193290/1508738085016567928
BTCUSDT-2026-05-27-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-05-27T00:18:30Z,1779841110582,2026-05-27T00:18:30Z,1779841110582.0,2026-05-28T04:43:24Z,1779943404929.0,28.4,75900.0,,75900.0,market,73500.0,77000.0,77000,1,75000,2400.0,3.1621,1.4493,0.458,,"Scaled entry 50/25/25. A second, higher-risk version of the same idea (full size at CMP, SL 74k, no DCA) was run on one of his accounts, but he said he would only count the first setup.",,stop_loss,loss,,,,0,0,0,0,False,medium,2,True,,0,Wed,2026-05-27,Buy the dip again straight after banking the previous BTC long at 78k - scale in from 75.9k with a DCA underneath and look for a push back to 77k.,,BTC rolling over after the late-May run to 78k; he had closed the prior long into a single-candle spike the evening before and stayed bullish.,"Roughly ten hours after banking the previous BTC long he called a new one, structured as 50% at 75.9k CMP, 25% at a 75k DCA and 25% kept in reserve, targeting 77k with a 73.5k stop, and gave exact sizes for the 89$ challenge account (0.011 / DCA1 0.006 / DCA2 0.005). Six minutes later he posted a tighter alternative for the aggressive crowd - full size at CMP, no DCA, stop at 74k - saying he was running that version personally on one account but would only score the first setup. Early on the 28th he told the channel BTC might bounce from where it was; about four hours after that the trade was gone: 'TAO and BTC stopped guys, insane dump.' No fill price and no stop-out price were ever posted.","No exit price given - he only announced the stop, so exit_price is null. Two versions of the same setup were live on different accounts (73.5k stop for the counted setup, 74k stop for his personal high-risk one) and the stop announcement does not say which is being reported; the graded setup is the 73.5k one. Whether the 75k DCA filled is never confirmed, so no average entry is recorded. MSG 288 ('BTC may bounce from here') is assigned here because it falls while this long was open.",281,281|282|283|288|290,https://discord.com/channels/1042855255089623100/1501271173588193290/1508987730477060248
BTCUSDT-2026-05-28-long,BTCUSDT,BTC,USDT,crypto,long,1.0,2026-05-28T04:44:12Z,1779943452553,2026-05-28T04:44:12Z,1779943452553.0,2026-06-01T13:56:20Z,1780322180296.0,105.2,73000.0,73141.2,73141.2,,72000.0,75000.0,75000|76000,2,,1141.2,1.5603,2.5414,1.629,150.0,"Half risk - 'This is RISKY that's why I mentioned lower risk, half risk.' Size on the small gamble account was 0.02.",,stop_loss,loss,,,,0,0,3,1,False,medium,2,True,,4,Thu,2026-05-28,"Immediate re-attempt of the long he had just been stopped on, at half size and $2k lower, on the view that BTC should print at least 75k before going down further.",,'Insane dump' on 28 May; he expected one more push into 75-76k over the weekend before further downside.,"Under a minute after announcing the previous stop he was back in: 'Trying a BTC long again here @ 73k, SL @ 72k, half risk trade, go lower than usual.' He set the target zone at 75-76k for 'a decent R' and held it through the weekend, reporting he was still in on the 29th. That evening the 150x card showed the position 1R up from 73,141.2 and he offered partials to anyone who wanted them, adding an ideal first TP at 74.2k; a few hours later he took that 25% at 74.2k and stated plainly that the rest would be either a full TP or the stop - 'not moving SL to entry.' On the 31st he published a ladder for anyone still fully in (25% at 74.3k, 75% at 75k) and said he would trim on the smaller account too, then on 1 June nudged his own first tranche up to 74.5k while telling followers 74.3k was the better level. Later that day it was over: 'BTC stopped after TP1 @ 74.2k, held 3 days, above 1R just to get stopped.'","Graded a loss rather than a win even though 25% came off in profit at 74.2k: the remaining 75% was stopped at the 72k he had explicitly refused to move, and his own accounting treats it as a stop ('above 1R just to get stopped'), with the June win streak he counts later starting after this trade. No stop-out fill price was posted, so exit_price is null - the stop level was 72k and was never moved. Also run on a smaller account alongside the main one.",291,291|292|293|294|301|303|306|311|312|313,https://discord.com/channels/1042855255089623100/1501271173588193290/1509416983815393310
GOLD-2026-05-28-unknown,GOLD,XAU,USD,metal,,,2026-05-28T14:16:30Z,1779977790429,,,2026-05-28T14:16:30Z,1779977790429.0,,,,,,,,,0,,,,,,,,,unknown,win,3.0,,,0,0,0,0,False,medium,2,False,,14,Thu,2026-05-28,A gold trade he ran off-channel; the only thing he says about it is the result.,,,"He mentioned after the fact that he had 'just did 3R on Gold' and had been about to post it in the channel but was too busy. Nothing else about this trade - direction, entry, stop, target, timing - was ever published; only the 3R result.","Side unknown (never stated). Entry time unknown, so duration is null; exit_time is the timestamp of the message reporting it, which is contemporaneous ('just did'). The 3R is his own figure.",294,294,https://discord.com/channels/1042855255089623100/1501271173588193290/1509561007306051786
ETHUSDT-2026-05-28-long,ETHUSDT,ETH,USDT,crypto,long,1.0,2026-05-28T15:48:42Z,1779983322516,2026-05-28T17:49:03Z,1779990543798.0,,,,,1988.23,1988.23,,1950.0,2020.0,2020|2030,2,,38.23,1.9228,1.5979,0.831,100.0,"just enter small, half risk on trades, market's weak",,unknown,win,,,132.39,0,1,1,1,False,medium,2,True,,15,Thu,2026-05-28,"Offered an ETH long with a 1950 stop despite hating the asset, sized small because the market was weak - then turned out to be in it himself.",,weak market,"He floated the long with only a 1950 stop and told people to enter small at half risk; two hours later a share card gave him away - he was in it at 1988.23 at 100x and already +165.82%, while mocking ETH as an asset. Next morning he moved the stop to breakeven at his entry because bearish signs had returned after being up well, and by midday he was still holding alongside BTC and ADA. At 12:40 he took 20% off at 2015.08 (+132.39%) with the stop at entry, saying he would exit fully around 2020-2030. That final exit was never posted.","Recorded as a win because he booked a 20% partial at +132.39% with the stop already at entry, so the remainder was at worst flat - but he never posted the full exit, so exit_price/exit_time are null and the final result is not stated. He calls a fresh ETH long on 18 June, so this had ended by then.",296,296|298|300|301|302,https://discord.com/channels/1042855255089623100/1501271173588193290/1509584210560815294
ADAUSDT-2026-05-28-long,ADAUSDT,ADA,USDT,crypto,long,1.0,2026-05-28T17:23:18Z,1779988998070,2026-05-28T17:23:18Z,1779988998070.0,2026-05-30T05:32:55Z,1780119175230.0,36.2,0.234,0.2343,0.2343,market,0.226,0.2386,0.2386|0.246,2,,0.0083,3.5425,1.8353,0.518,75.0,"50% off at the 0.6R level, full exit at 0.246",0.2385,take_profit,win,,0.506,134.44,0,0,1,0,False,high,3,True,,17,Thu,2026-05-28,"A plain CMP long on ADA at 0.234 with a tight 0.226 stop, run as a small-R trade with half planned off at the 0.6R level.",,,"He called it at 0.234 CMP with a 0.226 stop, and an hour later published the ladder: 50% off at 0.2386, about 0.6R, and a full exit at 0.246. ADA ran at the target overnight and came back without filling, which he noted with some annoyance, and the next morning he confirmed he was still in it alongside BTC and ETH. On 30 May it finally got there - but the card shows the whole 75x position closed at 0.2385 for +134.44%, so everything came off at the 0.6R step rather than the 50/50 ladder he had published.","Plan and execution differ: he published 50% at 0.2386 and a full exit at 0.246, but the card shows the entire position closed at 0.2385. He never stated a realised R - the 0.6R belongs to the planned level - so none is recorded.",297,297|299|300|301|307,https://discord.com/channels/1042855255089623100/1501271173588193290/1509608015559397406
NEARUSDT-2026-05-29-long,NEARUSDT,NEAR,USDT,crypto,long,1.0,2026-05-29T16:10:23Z,1780071023109,,,,,,2.56,,2.56,market,2.392,,,0,,0.168,6.5625,,,,,,not_taken,not_taken,,,,0,0,0,0,False,low,1,True,low_confidence_reconstruction,16,Fri,2026-05-29,"A NEAR long at market meant to be the final signal of May, withdrawn a minute later when price ran away from the entry.",,,"He posted 'Long NEAR, Entry: 2.56 CMP, SL: 2.392, Last signal do the month' and sixty-four seconds later pulled it: 'Sorry guys pumped too fast, you can skip this one, apologies', with price already at 2.603. The signal was withdrawn before anyone could reasonably fill it and NEAR is not mentioned again for four days.","The retraction message carries an entry figure of 2.565 and a price of 2.603, which may mean he had a fill of his own at 2.565 before withdrawing the call - he never says. Treated as not_taken because he cancelled the idea and never referred to a NEAR position from it.",304,304|305,https://discord.com/channels/1042855255089623100/1501271173588193290/1509952053508706365
XPLUSDT-2026-05-30-long,XPLUSDT,XPL,USDT,crypto,long,1.0,2026-05-30T05:46:54Z,1780120014026,2026-05-30T05:46:54Z,1780120014026.0,2026-06-02T04:06:26Z,1780373186060.0,70.3,0.0916,0.0918,0.0918,market,0.0846,,,0,,0.0072,7.8431,,,75.0,half risk himself because XPL is his bad luck coin,0.0958,take_profit,win,0.8,0.556,318.52,0,0,1,0,False,high,3,True,,5,Sat,2026-05-30,"A second attempt at the XPL long a week after the first was stopped out, taken at half risk because he calls XPL his bad luck coin.",,took it through the start-of-June dump,"He called it at 0.0916 CMP with a 0.0846 stop, at half risk because XPL had burned him before - the previous attempt had been stopped out eight days earlier. The 0.0965 target came two hours later. It survived the dump at the start of June: on 1 June he noted the alts were green again and gave XPL credit for pumping and holding up through the drop, while complaining that it never hits his target. On 2 June it finally did, closing at 0.0958 for 0.8R and +318.52% on the 75x, and he announced he was done with the coin.","The 0.0965 target was never quite reached - the card shows the close at 0.0958, which he counted as the TP and as 0.8R.",308,308|309|320|327,https://discord.com/channels/1042855255089623100/1501271173588193290/1510157536307839146
