msg,time_utc,time_ms,event_type,symbol,side,entry_price,dca_price,take_profits,stop_loss,portion_pct,leverage,r_stated,roi_pct,price_ref,risk_note,rationale,indicators,market_context,quote,confidence,confidence_rank,msg_url
109,2026-05-14T14:38:18Z,1778769498813,update,ENSUSDT,long,6.9,,,,,50.0,,141.91,7.107,,"holding the ENS long (entry 6.900, price 7.107, +141.91% at 50x) hoping for fat profits",,,"Holding onto these 🤘🏻
Let's pray we enjoy some fat profits on these!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504493064947761242
110,2026-05-14T14:47:29Z,1778770049454,update,XRPUSDT,long,,,,,,,,,1.4654,,"explains the early XRP exit: the setup was invalidated and price almost touched his SL, so discipline said get out around BE rather than take the full stop - then it broke out anyway and he still expects the target to hit",,,"As soon as I close XRP it booms, I'm pretty sure this will hit our target I exited early because it invalidated my setup, it almost touched my SL so better to be disciplined and get out around BE, much better than SL at least?",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504495374503776269
111,2026-05-14T14:50:31Z,1778770231322,view,BTCUSDT,,,,,,,,,,,,"BTC is tracking the scenario he posted earlier - dip to 78.5k, bounce, 'clarity' news, pump to 81-82k, then a slow dump back",news,clarity news catalyst,Moving exactly like that isn't it? Higher,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504496137313189919
112,2026-05-14T15:02:51Z,1778770971374,close,BTCUSDT,long,79284.35,,,,100.0,100.0,,202.99,80893.8,,"closes the BTC long at ~81k for +202.99% at 100x, which he says makes back the losses from both earlier stop-outs",,,"BTC closed at 81k guys, FATASS PROFITS!

Made profits back from both SLs",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504499241316253918
113,2026-05-14T15:03:36Z,1778771016963,partial_close,ENSUSDT,long,6.9,,,,50.0,50.0,,190.71,7.171,,takes 50% off ENS at 7.171 (+190.71% at 50x) and tells followers they can close the position completely,,,"Took 50% from this too, you can close completely",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504499432530509967
114,2026-05-14T15:04:03Z,1778771043340,recap,,,,,,,,,,,,,"day recap: 4 wins from 4 trades - small on XRP and SOL, decent on ENS, major on BTC",,,"4/4 today

2 small wins XRP/SOL
1 decent win ENS
1 MAJOR win BTC",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504499543163797625
115,2026-05-14T15:13:38Z,1778771618478,update,BTCUSDT,long,79313.4,,,,,30.0,,61.0,80926.4,,"posts a second exchange's card for the same BTC long (BloFin 30x, entry 79313.4, exit 80926.4, +61%), pleased that he both survived the dump and called the plan exactly",,,Man I'm happy not did I survived the dump but mentioned the plan on point!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504501955467153569
116,2026-05-14T15:13:42Z,1778771622801,update,BTCUSDT,long,,,,,,250.0,,448.51,,,"another closed-PnL card for the same BTC long, this one at 250x for +448.51% ROI; posted with no text",,,[IMAGE 043: pnl_share_card | BTCUSDT long 250x ROI 448.51% (closed)],medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1504501973599387790
117,2026-05-14T15:14:04Z,1778771644700,chat,,,,,,,,,,,,,asks members to post their PnLs in the profit-showcase channel,,,Can I get some PNLs #💲｜profit-showcase 👉🏻👈🏻,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504502065450193088
118,2026-05-14T16:03:51Z,1778774631715,chat,,,,,,,,,,,,,"thanks the community and posts a screen recording scrolling the profit-showcase channel full of member PnL cards (BB, BTC, XRP, ENS, INTC); these are members' results, not his own positions",,,Thankyou guys!,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504514593899413596
119,2026-05-14T16:04:49Z,1778774689291,recap,,,,,,,,,,,,,"updated scoreboard: 20 trades, 16 wins (adds SOL, XRP, BTC, ENS), 4 losses (BTC, ETH, BTC, ETH)",,,"**20 Trades**

**16 Wins** 
(UNI, SNX. BTC. ASTER, KERNEL, ZRO, AVNT, SYRUP, ETH, BTC, ZRO, BTC, SOL, XRP, BTC, ENS)

**4 Losses**
(BTC, ETH, BTC, ETH)",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504514835390529616
120,2026-05-14T16:19:52Z,1778775592109,close,ENSUSDT,long,6.9,,,,100.0,50.0,,161.15,7.135,,fully out of ENS at 7.135 (+161.15%) after taking the first 50% around 7.2,,,Completely out here after taking 50% earlier around 7.2,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504518622083551303
121,2026-05-14T17:12:39Z,1778778759595,view,BTCUSDT,,,,,,,,,,82000.0,,"his BTC scenario played out exactly: bounce around 78.5k, then the clarity act pushed price to 82k, the target he called from 79k",news,clarity act news pushed BTC to 82k,"Exactly as I mentioned, bounced around 78.5 and clarity act helped us push to 82k, told you at 79k, 82k is coming!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504531907482882189
122,2026-05-14T17:27:12Z,1778779632250,call,BTCUSDT,long,81300.0,80800.0,83000|84000,79500.0,,,,,,"HALF MARGIN TRADE gambling here. Don't lose today's profits on it, go low!","self-described gamble long on BTC at market, targeting the daily high around 83k or 84k if he sees strength; the 79.5k level is written as 'Sleep: 79.5k' (his wording for the stop)",daily high,,"Gambled long BTC 

Entry: 81.3k
DCA: 80.8k

Targeting daily high around 83k or maybe 84k if I see strength 

Sleep: 79.5k

HALF MARGIN TRADE gambling here. Don't lose today's profits on it, go low!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504535567663235103
123,2026-05-14T17:27:21Z,1778779641336,update,BTCUSDT,long,,,,,,,,,,,clarifies the 81.3k gamble-long entry is at current market price,,,CMP ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504535605772550346
124,2026-05-14T18:54:01Z,1778784841026,tp_hit,XRPUSDT,long,,,,,,,,,1.5431,,XRP ran to its full target (chart shows the rally to 1.5431) after he had already closed early - he fumbled the trade but says the idea was right,,,"Fumbled XRP, hit full TP, was a great setup closed early but at least the idea was right!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504557414853115985
125,2026-05-14T23:59:36Z,1778803176285,call,HBARUSDT,long,0.0948,,0.1|0.105,0.089,,,,,,,new HBAR long at market with a 0.1-0.105 target zone and a 0.089 stop,,,"Long HBAR

Entry: 0.0948 CMP 

TPs: 0.1-0.105

SL: 0.089",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504634318503546950
126,2026-05-15T00:02:54Z,1778803374584,view,BTCUSDT,,,,,,,,,,,Manage your risk as BTC can retrace further,"risk warning attached to the fresh HBAR long: BTC can retrace further, but he expects a slow grind then a weekend Sunday pump that delivers the target",,BTC can retrace further; expects slow grind then a Sunday weekend pump,Manage your risk as BTC can retrace further though I think we slow grind then weekend Sunday pump and will get the TP,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1504635150229700690
127,2026-05-15T00:20:30Z,1778804430974,close,BBUSDT,long,0.03538,,,,100.0,25.0,,116.46,0.0371,,"had forgotten about the BB long, closes it early at 0.0371 for +116.46% at 25x rather than waiting for the full target",,,"Totally forgot about this one, closing early for decent profits",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504639581050638448
127,2026-05-15T00:20:30Z,1778804430974,update,BTCUSDT,long,,,,,,,,,,,BTC gamble long still open after the BB close,,,HBAR and BTC holding now.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504639581050638448
127,2026-05-15T00:20:30Z,1778804430974,update,HBARUSDT,long,,,,,,,,,,,HBAR long still open after the BB close,,,HBAR and BTC holding now.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1504639581050638448
128,2026-05-16T01:15:48Z,1778894148255,stopped_out,BTCUSDT,long,81300.0,,,,,,,,82000.0,The good part was I mentioned use less margin on this,"lost the BTC gamble trade: after entering at 81.3k price went straight to 82k, a good scalp TP he could have taken, but he held out for 83k; blames himself and notes he had told everyone to use less margin",,expects to catch the weekend pump next,"Lost the BTC gamble trade.

My fault there when we longed from 81.3k it immediately went to 82k, a good TP for scalp I could have exit there but was trying for 83k. My mistake on this one. The good part was I mentioned use less margin on this.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505015882601201765
129,2026-05-16T01:23:08Z,1778894588444,call,PARTIUSDT,long,0.0615,0.586,0.07|0.075,0.0525,,,,,,DCA leg is 30% of the position,"new PARTI long at market with a 30% DCA leg; the DCA is written as 0.5860, which looks like a dropped decimal for 0.0586 given the 0.0615 entry (recorded as posted)",,,"Long PARTI 

Entry: 0.0615 CMP 

DCA: 0.5860 (30%)

TP: 0.07-0.075

SL: 0.0525",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505017728887689278
130,2026-05-16T01:26:35Z,1778894795347,plan,LINKUSDT,long,,,,9.6,,,,,,,LINK looks good for a long but the market has no strength; conditional - if strength appears you can long from CMP with a 9.6 stop,,no strength in the market,"LINK looks good for long too but no strength in the market, if you see some strength coming you can long it from CMP with a SL of 9.6",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505018596701638706
131,2026-05-16T01:36:09Z,1778895369602,view,BTCUSDT,,,,,,,,,,77700.0,,"BTC is at 4h support and surviving; to go back above 80k it must not lose the 4h 200 EMA at 77.7k, otherwise 76k. He personally expects a weekend pump to 80k if Saturday does not dump, then down to 76k",200 EMA|4h support,weekend; possible Saturday dump,"**BTC**

If holds here we go 80+ again, for that we shouldn't lose the 200 ema on 4h that is 77.7k, currently we around 4h support so we are surviving 

Personally I think we get a weekend pump to 80k if we don't dump on Saturday, before downwards to 76k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505021005301547030
131,2026-05-16T01:36:09Z,1778895369602,plan,BTCUSDT,long,76850.0,,80000|82000,75000.0,,,,,,,conditional limit long if BTC fails to hold and drops toward 76k,,,"If BTC doesn't hold here we go 76k, the idea for long would be

Limit Long BTC: 76850

TP: 80-82k

SL: 75k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505021005301547030
132,2026-05-16T01:37:38Z,1778895458997,update,BTCUSDT,,,,,,,,,,,if you like high risk high reward trades,labels the preceding BTC analysis and limit-long plan as a high risk / high reward idea,,,A short simple BTC analysis + a trade plan if you like high risk high reward trades ^,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505021380251488306
133,2026-05-16T07:01:12Z,1778914872978,plan,BTCUSDT,long,,,,,,,,,,,"expects the weekend reversal zone at 77.7-78.1k and will try a scalp long there; no entry, TP or SL given yet",,weekend,"Reversal zone for weekend should be 77.7-78.1k, will try a scalp there.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505102808389783632
134,2026-05-16T07:05:03Z,1778915103260,plan,BTCUSDT,long,,,79000|80000,,,,,,,,"re-posts his BTC weekend plan as a screenshot: first reversal zone 77.7-78.1k, a bounce there targets 79-80k, while a 4h close below 77.7k opens 75-76k; posted with no text",4h close,weekend,"[IMAGE 049: discord_message_screenshot | BTCUSDT (planned) | first reversal zone 77.7-78.1k, bounce targets 79-80k, 4h close below 77.7k opens 75-76k]",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505103774262493225
135,2026-05-16T09:58:40Z,1778925520942,call,BTCUSDT,long,78000.0,,,77700.0,,,,,,"Just an idea won't count TP or SL, not an official trade",low-timeframe (5m) BTC long idea at market for anyone who likes LTF entries; explicitly not counted as an official call,5m timeframe,,"If anyone like ltf entries (5m)

BTC long CMP (78k) with 77.7 SL 

Just an idea won't count TP or SL, not an official trade.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505147469187645451
135,2026-05-16T09:58:40Z,1778925520942,call,ETHUSDT,long,2170.0,,,2145.0,,,,,,"Just an idea won't count TP or SL, not an official trade",low-timeframe (5m) ETH long idea at market for anyone who likes LTF entries; explicitly not counted as an official call,5m timeframe,,"If anyone like ltf entries (5m)

ETH long CMP (2170) with 2145 SL 

Just an idea won't count TP or SL, not an official trade.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505147469187645451
136,2026-05-16T10:35:54Z,1778927754256,entry,ETHUSDT,long,2172.0,,,2145.0,,,,,,using 0.5% margin/risk only,"actually takes the ETH LTF long he floated, entering at market with only 0.5% margin/risk and the 2145 stop",,,"Entered ETH long here using 0.5% margin/risk only

Entry: 2172 CMP 

SL: 2145",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505156836385362011
137,2026-05-16T10:36:04Z,1778927764795,update,ETHUSDT,long,,,,,,,,,,SCALP and SMALL margin!,reinforces that the ETH entry is a scalp taken with small margin,,,SCALP and SMALL margin!,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505156880589394030
138,2026-05-16T13:07:05Z,1778936825833,update,ETHUSDT,long,,,,,,,,,,,"the bounce is weak and price may go lower; the position is in small profit so anyone who wants out can exit, but he is holding and taking his chance",,"not a good bounce so far, probably lower","Not a good bounce so far probably lower, rn in small profits if anyone wants to exit

I'm taking my chance here.",medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505194885337321472
139,2026-05-16T16:29:46Z,1778948986189,call,BTCUSDT,long,,,,76900.0,,,,,,,optional BTC long from current market price with a 76.9k stop because he thinks BTC has bottomed for the weekend; no entry price stated,,weekend bottom,If anyone wants to try BTC long you can from CMP with SL 76.9k think we bottomed for weekend,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505245889567002787
139,2026-05-16T16:29:46Z,1778948986189,update,ETHUSDT,long,,,,,,,,,,,"ETH long still running, just moving slowly as usual",,,ETH running but shits always the slowest.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505245889567002787
139,2026-05-16T16:29:46Z,1778948986189,plan,HBARUSDT,long,,,,,,,,,,,"HBAR is grinding back toward his entry, so he intends to close it around breakeven",,,HBAR getting around entry slowly will be looking to close around BE,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505245889567002787
139,2026-05-16T16:29:46Z,1778948986189,update,PARTIUSDT,long,0.606,,,,,,,,,,PARTI average is now 0.606 (written as posted; looks like a dropped decimal for 0.0606 given the 0.0615 entry) and the position is in profit - implies the DCA leg filled,,,PARTI avg is 0.606 rn in profits,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505245889567002787
140,2026-05-17T10:34:36Z,1779014076402,partial_close,ETHUSDT,long,2173.61,,,,25.0,100.0,1.0,90.57,2194.45,,"ETH scalp is past 1R (entry 2173.61, price 2194.45, +90.57% at 100x) so he tells followers to take 25-50% off here",,,"ETH over 1R, you can take 25-50% here",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505518897707876503
141,2026-05-17T10:37:15Z,1779014235008,update,BTCUSDT,long,78041.3,,,,,150.0,,87.18,78494.9,,shows the BTC long from his weekend-bottom idea is moving in profit for anyone who took it,,,BTC moving too if anyone took that idea,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505519562949394503
142,2026-05-17T11:49:14Z,1779018554228,plan,BTCUSDT,long,,,,76900.0,,,,,,,"entry still valid from here with the same stop, though price is already up from the original entry; SL 76.9k taken from the earlier BTC idea he is replying to",,,You can still enter in BTC and ETH here if you want with same SLs though of course both are a bit amount of up from entries,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505537679071383655
142,2026-05-17T11:49:14Z,1779018554228,plan,ETHUSDT,long,,,,2145.0,,,,,,,"entry still valid from here with the same stop, though price is already up from entry; SL 2145 is the stop from his earlier ETH entry",,,You can still enter in BTC and ETH here if you want with same SLs though of course both are a bit amount of up from entries,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505537679071383655
143,2026-05-18T00:50:15Z,1779065415396,breakeven,ETHUSDT,long,,,,,100.0,,,,,,the ETH long (entered around 2172 with SL 2145 in an earlier message) came back and closed flat at breakeven; no price restated here,,,ETH hit BE,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505734229055766528
144,2026-05-18T00:50:21Z,1779065421686,stopped_out,HBARUSDT,long,,,,,100.0,,,,,,"the older HBAR position (he had said he would try to close it around BE) hit its stop instead; no levels restated, side inferred as long from earlier messages",,,HBAR hit SL,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1505734255437811722
145,2026-05-18T00:50:36Z,1779065436705,call,BTCUSDT,long,77000.0,,,75400.0,,,,,,,new BTC long at market with a 75.4k stop; no target given at call time,,,"Long BTC 

Entry: 77k CMP

SL: 75.4k",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505734318432059444
146,2026-05-18T00:51:10Z,1779065470827,dca,BTCUSDT,long,,76400.0,,,50.0,,,,,,planned DCA level for the BTC long: add 50% at 76.4k,,,76.4k 50% DCA,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505734461550104678
147,2026-05-18T07:35:37Z,1779089737200,plan,BTCUSDT,long,,,77800,,20.0,,,,,,contingency instructions because he is busy: take 20-25% around 77.8k if he does not update (portion recorded as the lower bound of 20-25%),,,"Busy today, in case I don't update take 20-25% around 77.8k and SL to entry, I'll most likely update!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505836242095575120
147,2026-05-18T07:35:37Z,1779089737200,sl_move,BTCUSDT,long,,,,,,,,,,,conditional instruction to move stop to entry after the partial; exact level left null because the 76.4k DCA may change the average entry,,,in case I don't update take 20-25% around 77.8k and SL to entry,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505836242095575120
148,2026-05-18T13:24:39Z,1779110679639,update,BTCUSDT,long,,,,,,,,,,,"still in the BTC long, nothing changed",,,"Still holding BTC, no changes yet",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505924081050980412
149,2026-05-18T13:26:01Z,1779110761107,education,BTCUSDT,,,,,,,,,,,,"explains he runs two kinds of BTC setups - frequent scalps (high win rate, low RR) and swings (low win rate, high RR) - and members can take whichever they prefer; also notes the earlier setup he is replying to was valid and near the bottom",,,"Probably no one took this but it was nealr bottom and valid

Sometimes I'll have 2 BTC setups, scalps that I do very often (high WR low RR) and swings (low WR high RR) whatever you like can take.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505924422752669696
150,2026-05-18T14:05:56Z,1779113156243,call,BOMEUSDT,long,0.000599,,0.00064|0.000669,0.00053,,,,,,,scalp on a shitcoin; stop is a 4h close under 0.00055 or a hard stop at 0.00053 (hard stop recorded in stop_loss),4h close,,"Trying a scalp on a shitcoin now

Long BOME

Entry: 0.000599 CMP 

TPs: 0.00064-0.000669

SL: 4h close under 0.00055 or hard SL @ 0.00053",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505934468681306273
151,2026-05-18T14:23:43Z,1779114223154,update,BOMEUSDT,long,,,,,,,,,,manage your risk,"BOME is holding up even though BTC is dumping, but he warns it can still turn",,BTC dumping,Bome holding it's place despite BTC dump but you never know so manage your risk.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505938943630119132
152,2026-05-18T14:25:57Z,1779114357362,dca,BTCUSDT,long,76700.0,,,,,,,,,,"the 76.4k DCA filled, average entry is now 76.7k and the position is in profit; he wants a bounce to 78k (aspiration, not a set target)",,,"BTC DCA filled (76.7 avg) and in profits, bounce it to 78k now!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1505939506539270207
153,2026-05-18T19:14:08Z,1779131648295,call,ZECUSDT,long,544.0,,580|600,505.0,,,,,,,new ZEC long at market with targets 580-600 and stop 505,,,"Long ZEC

Entry: 544 CMP 

TPs: 580-600

SL: 505",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506012029968977950
154,2026-05-19T01:02:19Z,1779152539615,partial_close,BOMEUSDT,long,0.0005998,,,,25.0,25.0,,80.8,0.0006203,if you have a small account close entirely here or just SL to entry and exit at first TP,banks 25% of the BOME scalp while it is up ~81% ROI; small accounts are told to close fully instead,,,"Take 25% SL to entry, if you have a small account close entirely here or just SL to entry and exit at first TP.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506099654516019330
154,2026-05-19T01:02:19Z,1779152539615,sl_move,BOMEUSDT,long,0.0005998,,,0.0005998,,25.0,,,,,stop moved to entry after the 25% partial; entry level taken from the share card in the same message (0.0005998),,,Take 25% SL to entry,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1506099654516019330
155,2026-05-19T01:26:18Z,1779153978346,partial_close,ZECUSDT,long,545.99,,,,20.0,75.0,,358.87,572.12,,ZEC running hard so he books 20% and keeps the majority for the 580-600 targets,,,"ZEC going hard, took 20% SL to entry, saving majority for TPs",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506105688991207505
155,2026-05-19T01:26:18Z,1779153978346,sl_move,ZECUSDT,long,545.99,,,545.99,,75.0,,,,,stop moved to entry after the 20% partial; entry level taken from the share card in the same message (545.99),,,took 20% SL to entry,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1506105688991207505
156,2026-05-19T07:30:37Z,1779175837799,tp_hit,BOMEUSDT,long,0.0005998,,,,,25.0,,165.91,0.000643,,BOME exploded through the first target (0.00064) and he takes profit; he does not say whether this is the remaining position or a further partial,,,"Well BOME exploded, TP.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506197374182228020
157,2026-05-19T07:48:14Z,1779176894757,call,SUIUSDT,long,1.09,,,1.01,,,,,,"Personally took a small position, scalp","new SUI scalp long at market with stop 1.01, taken small so there is room to add later",,,"Long SUI

Entry: 1.09 CMP 

SL: 1.01

Personally took a small position, scalp",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506201807385264220
158,2026-05-19T18:04:20Z,1779213860800,tp_hit,ZECUSDT,long,545.99,,,,,75.0,1.0,493.44,581.92,,first ZEC target hit at 581.92 for about 1R and he books the majority of the position there,,shit market,"ZEC TP hit, around 1R, booked majority here",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506356854207545494
158,2026-05-19T18:04:20Z,1779213860800,tp_move,ZECUSDT,long,,,592,,,,,,,,"sets the final exit for the remaining ZEC at 592, inside the original 580-600 target band",,,I'll full TP @ 592,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506356854207545494
159,2026-05-20T00:44:06Z,1779237846132,sl_move,SUIUSDT,long,,,,1.0,,,,,,Small position so slightly extending SL,widens the SUI stop from 1.01 to 1.00 because the position is small enough to absorb it,,,"Moved SUI SL to 1$

Small position so slightly extending SL",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506457455981498471
160,2026-05-20T01:16:21Z,1779239781722,update,BTCUSDT,long,76704.7,,,,,150.0,,29.14,76853.8,,"still holding the DCA'd BTC long (avg 76,704.7) and expecting 78k+ during the day",,,"Still holding this BTC trade, DCA filled trade, expecting 78k+ today so should give some good good profits!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506465574434246768
161,2026-05-20T05:33:19Z,1779255199502,dca,SUIUSDT,long,1.076,,,,25.0,,,,,"Optional DCA if you're already in heavy don't, I mentioned I'm going small so I have space for DCA","adds a small 25% DCA to SUI bringing his average to 1.076; the add is optional and only for those not already sized up (add price not stated, 1.076 is the new average)",,,"Added to SUI more personally, a small 25% DCA, avg is 1.076",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506530241290571798
162,2026-05-20T05:38:36Z,1779255516404,update,BTCUSDT,long,,,,,,,,,,,"BTC reclaimed the 200 EMA on lower timeframes after about two days, which he reads as bullish for the open BTC long and supports 78k+",EMA 200,BTC reclaimed EMA 200 on lower timeframe,"BTC reclaimed EMA 200 on lower tf after like 2 days, expecting 78k+ great for our BTC long!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506531570474025101
163,2026-05-20T06:20:41Z,1779258041803,dca,ZECUSDT,long,540.0,582.0,,,,,,,,,"explains the changed average on ZEC: original entry around 540, then he added a lot at 582 on strength; symbol inferred from the surrounding ZEC messages",,,The original entry was from 540 I saw strength and added alot at 582 hence the avg changed.,medium,2,https://discord.com/channels/1042855255089623100/1501271173588193290/1506542162765025323
164,2026-05-20T06:20:47Z,1779258047685,tp_hit,ZECUSDT,long,,,592,,100.0,,,,592.0,,"final ZEC target at 592 filled and he is fully out, even though he thinks it can go higher",,,"ZEC full TP hit @ 592, I believe this will go higher but happy here exiting.",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506542187435786396
165,2026-05-20T06:20:54Z,1779258054358,update,ZECUSDT,long,580.25,,,,,75.0,,148.59,591.75,,"share card only, no text: the added ZEC leg (entry 580.25) closed at 591.75 for +148.59%, right at his 592 full-TP level",,,[IMAGE 057: pnl_share_card | ZECUSDT long 75x entry 580.25 close 591.75 ROI 148.59% (closed)],high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506542215424376922
166,2026-05-20T06:20:57Z,1779258057660,update,ZECUSDT,long,,,,,,,,,,,"verbatim repost of msg 163 explaining the ZEC average (entry from 540, added a lot at 582); logged as an update rather than a second DCA so the add is not counted twice",,,The original entry was from 540 I saw strength and added alot at 582 hence the avg changed.,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506542229274230875
167,2026-05-20T13:23:21Z,1779283401095,update,BTCUSDT,long,76704.7,,,,,150.0,1.0,145.83,77450.5,,"BTC long is already around 1R; members can take partials whenever they like but he personally avoids partials, especially on BTC",,,"Guys BTC already have moved around 1R, I'm trying for around 78.5k around but don't wait for me you can take partials as you like. I personally avoid partials especially on BTC",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506648527345025034
167,2026-05-20T13:23:21Z,1779283401095,tp_set,BTCUSDT,long,,,78500,,,,,,,,first target given for this BTC long (the original call had no TP): he is holding for roughly 78.5k,,,I'm trying for around 78.5k around but don't wait for me,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506648527345025034
168,2026-05-20T17:35:41Z,1779298541262,call,BONKUSDT,long,0.614,,0.6323,0.578,,,,,,,new BONK long at market with a first target at 0.6323 and stop 0.578 (levels quoted in his own price scale; his later share card for the same trade is 1000BONKUSDT at 1/100 of these numbers),,,"Long BONK 

Entry: .614 CMP 

First TP @ .6323

SL: .578",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506712029807775888
169,2026-05-20T17:41:09Z,1779298869961,plan,BONKUSDT,long,,,,,,,,,,,apologises that the posted entry may be off because of a sharp pump; take only a small amount of profit at the level already given (0.6323) and he will post when he takes a proper TP or exits,,,"Wicked pump sorry if entry is off, btw take a small amount of TP like where mentioned, I'll update where I take a proper TP or exit",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506713408471568406
170,2026-05-21T01:30:48Z,1779327048709,close,BTCUSDT,long,76704.7,,,,100.0,150.0,1.0,219.32,77826.3,,"fully out of the BTC long at 77,826.3 for over 1R; the DCA fill made it a big win (r_multiple recorded as 1.0 for his 'over 1R')",,,"BTC closed here, over 1R + with a DCA great profits for me",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506831598707019827
171,2026-05-21T02:03:46Z,1779329026308,tp_set,SUIUSDT,long,1.0738,,1.14|1.23,,,50.0,,170.83,1.1127,,"first targets for the SUI long (the call had none): he will exit at 1.14, with 1.23 as a second target for anyone holding longer",,,"SUI running really well too, I'll TP @ 1.14
TP2 @ 1.23 if someone likes to hold longer",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506839893358284901
172,2026-05-21T02:57:24Z,1779332244556,tp_hit,SUIUSDT,long,1.0738,,1.14,,100.0,50.0,,308.25,1.14,,SUI TP1 at 1.14 filled immediately after he posted it; the card shows the position closed at exactly 1.14,,,"SUI TP got hit immediately after this message.

Good start of the day!",high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506853391668613170
173,2026-05-21T02:57:39Z,1779332259877,update,SUIUSDT,long,1.0481,,,,,100.0,,877.77,1.1401,,second share card showing the DCA'd leg of the same SUI long (entry 1.0481) closed at 1.1401 for +877.77%,,,Entry from my DCA,high,3,https://discord.com/channels/1042855255089623100/1501271173588193290/1506853455929544744
